id,text,tweet_len,text_links,text_newline,text_punct,text_token,text_stop,token_bigrams,token_trigrams,sentiment,value
Anderson2Karen,"RT @MuhammadLila: The exact moment when Canada's Prime Minister referred to President Trump as ""Donald"" in public - something he reportedly…",140,"RT @MuhammadLila: The exact moment when Canada's Prime Minister referred to President Trump as ""Donald"" in public - something he reportedly…","RT @MuhammadLila: The exact moment when Canada's Prime Minister referred to President Trump as ""Donald"" in public - something he reportedly…",RT @MuhammadLila The exact moment when Canadas Prime Minister referred to President Trump as Donald in public  something he reportedly…,"['RT', '@MuhammadLila', 'The', 'exact', 'moment', 'when', 'Canadas', 'Prime', 'Minister', 'referred', 'to', 'President', 'Trump', 'as', 'Donald', 'in', 'public', '', 'something', 'he', 'reportedly…']",RT @MuhammadLila The exact moment Canadas Prime Minister referred President Trump Donald public  something reportedly…,"[('RT', '@MuhammadLila'), ('@MuhammadLila', 'The'), ('The', 'exact'), ('exact', 'moment'), ('moment', 'when'), ('when', 'Canadas'), ('Canadas', 'Prime'), ('Prime', 'Minister'), ('Minister', 'referred'), ('referred', 'to'), ('to', 'President'), ('President', 'Trump'), ('Trump', 'as'), ('as', 'Donald'), ('Donald', 'in'), ('in', 'public'), ('public', ''), ('', 'something'), ('something', 'he'), ('he', 'reportedly…')]","[('RT', '@MuhammadLila', 'The'), ('@MuhammadLila', 'The', 'exact'), ('The', 'exact', 'moment'), ('exact', 'moment', 'when'), ('moment', 'when', 'Canadas'), ('when', 'Canadas', 'Prime'), ('Canadas', 'Prime', 'Minister'), ('Prime', 'Minister', 'referred'), ('Minister', 'referred', 'to'), ('referred', 'to', 'President'), ('to', 'President', 'Trump'), ('President', 'Trump', 'as'), ('Trump', 'as', 'Donald'), ('as', 'Donald', 'in'), ('Donald', 'in', 'public'), ('in', 'public', ''), ('public', '', 'something'), ('', 'something', 'he'), ('something', 'he', 'reportedly…')]",Negative,1
outlawjw,An image that is STILL up btw.  Which is boss mode trolling of the highest order..,82,An image that is STILL up btw.  Which is boss mode trolling of the highest order..,An image that is STILL up btw.  Which is boss mode trolling of the highest order..,An image that is STILL up btw  Which is boss mode trolling of the highest order,"['An', 'image', 'that', 'is', 'STILL', 'up', 'btw', '', 'Which', 'is', 'boss', 'mode', 'trolling', 'of', 'the', 'highest', 'order']",An image STILL btw  Which boss mode trolling highest order,"[('An', 'image'), ('image', 'that'), ('that', 'is'), ('is', 'STILL'), ('STILL', 'up'), ('up', 'btw'), ('btw', ''), ('', 'Which'), ('Which', 'is'), ('is', 'boss'), ('boss', 'mode'), ('mode', 'trolling'), ('trolling', 'of'), ('of', 'the'), ('the', 'highest'), ('highest', 'order')]","[('An', 'image', 'that'), ('image', 'that', 'is'), ('that', 'is', 'STILL'), ('is', 'STILL', 'up'), ('STILL', 'up', 'btw'), ('up', 'btw', ''), ('btw', '', 'Which'), ('', 'Which', 'is'), ('Which', 'is', 'boss'), ('is', 'boss', 'mode'), ('boss', 'mode', 'trolling'), ('mode', 'trolling', 'of'), ('trolling', 'of', 'the'), ('of', 'the', 'highest'), ('the', 'highest', 'order')]",Negative,1
Sara_1979,RT @guardianstage: Lin-Manuel Miranda: ‘A Trump musical? I don't know how to score that yet’ https://t.co/3sWMhjnnQD,116,RT @guardianstage: Lin-Manuel Miranda: ‘A Trump musical? I don't know how to score that yet’ ,RT @guardianstage: Lin-Manuel Miranda: ‘A Trump musical? I don't know how to score that yet’ ,RT @guardianstage LinManuel Miranda ‘A Trump musical I dont know how to score that yet’ ,"['RT', '@guardianstage', 'LinManuel', 'Miranda', '‘A', 'Trump', 'musical', 'I', 'dont', 'know', 'how', 'to', 'score', 'that', 'yet’', '']",RT @guardianstage LinManuel Miranda ‘A Trump musical I dont know score yet’ ,"[('RT', '@guardianstage'), ('@guardianstage', 'LinManuel'), ('LinManuel', 'Miranda'), ('Miranda', '‘A'), ('‘A', 'Trump'), ('Trump', 'musical'), ('musical', 'I'), ('I', 'dont'), ('dont', 'know'), ('know', 'how'), ('how', 'to'), ('to', 'score'), ('score', 'that'), ('that', 'yet’'), ('yet’', '')]","[('RT', '@guardianstage', 'LinManuel'), ('@guardianstage', 'LinManuel', 'Miranda'), ('LinManuel', 'Miranda', '‘A'), ('Miranda', '‘A', 'Trump'), ('‘A', 'Trump', 'musical'), ('Trump', 'musical', 'I'), ('musical', 'I', 'dont'), ('I', 'dont', 'know'), ('dont', 'know', 'how'), ('know', 'how', 'to'), ('how', 'to', 'score'), ('to', 'score', 'that'), ('score', 'that', 'yet’'), ('that', 'yet’', '')]",Positive,3
roharmon,Why are you silent on the correction entered by NPR?,52,Why are you silent on the correction entered by NPR?,Why are you silent on the correction entered by NPR?,Why are you silent on the correction entered by NPR,"['Why', 'are', 'you', 'silent', 'on', 'the', 'correction', 'entered', 'by', 'NPR']",Why silent correction entered NPR,"[('Why', 'are'), ('are', 'you'), ('you', 'silent'), ('silent', 'on'), ('on', 'the'), ('the', 'correction'), ('correction', 'entered'), ('entered', 'by'), ('by', 'NPR')]","[('Why', 'are', 'you'), ('are', 'you', 'silent'), ('you', 'silent', 'on'), ('silent', 'on', 'the'), ('on', 'the', 'correction'), ('the', 'correction', 'entered'), ('correction', 'entered', 'by'), ('entered', 'by', 'NPR')]",Neutral,2
swilmore13,RT @MaddowBlog: What Trump neglected to mention about his support for dropping sanctions on Russia was that he had a massive business deal…,139,RT @MaddowBlog: What Trump neglected to mention about his support for dropping sanctions on Russia was that he had a massive business deal…,RT @MaddowBlog: What Trump neglected to mention about his support for dropping sanctions on Russia was that he had a massive business deal…,RT @MaddowBlog What Trump neglected to mention about his support for dropping sanctions on Russia was that he had a massive business deal…,"['RT', '@MaddowBlog', 'What', 'Trump', 'neglected', 'to', 'mention', 'about', 'his', 'support', 'for', 'dropping', 'sanctions', 'on', 'Russia', 'was', 'that', 'he', 'had', 'a', 'massive', 'business', 'deal…']",RT @MaddowBlog What Trump neglected mention support dropping sanctions Russia massive business deal…,"[('RT', '@MaddowBlog'), ('@MaddowBlog', 'What'), ('What', 'Trump'), ('Trump', 'neglected'), ('neglected', 'to'), ('to', 'mention'), ('mention', 'about'), ('about', 'his'), ('his', 'support'), ('support', 'for'), ('for', 'dropping'), ('dropping', 'sanctions'), ('sanctions', 'on'), ('on', 'Russia'), ('Russia', 'was'), ('was', 'that'), ('that', 'he'), ('he', 'had'), ('had', 'a'), ('a', 'massive'), ('massive', 'business'), ('business', 'deal…')]","[('RT', '@MaddowBlog', 'What'), ('@MaddowBlog', 'What', 'Trump'), ('What', 'Trump', 'neglected'), ('Trump', 'neglected', 'to'), ('neglected', 'to', 'mention'), ('to', 'mention', 'about'), ('mention', 'about', 'his'), ('about', 'his', 'support'), ('his', 'support', 'for'), ('support', 'for', 'dropping'), ('for', 'dropping', 'sanctions'), ('dropping', 'sanctions', 'on'), ('sanctions', 'on', 'Russia'), ('on', 'Russia', 'was'), ('Russia', 'was', 'that'), ('was', 'that', 'he'), ('that', 'he', 'had'), ('he', 'had', 'a'), ('had', 'a', 'massive'), ('a', 'massive', 'business'), ('massive', 'business', 'deal…')]",Negative,1
cahulaan,"RT @jacobsoboroff: This is a lie. 

@realDonaldTrump is the only president to *ever* systematically separate migrant children from their pa…",140,"RT @jacobsoboroff: This is a lie. 

@realDonaldTrump is the only president to *ever* systematically separate migrant children from their pa…",RT @jacobsoboroff: This is a lie. @realDonaldTrump is the only president to *ever* systematically separate migrant children from their pa…,RT @jacobsoboroff This is a lie @realDonaldTrump is the only president to ever systematically separate migrant children from their pa…,"['RT', '@jacobsoboroff', 'This', 'is', 'a', 'lie', '@realDonaldTrump', 'is', 'the', 'only', 'president', 'to', 'ever', 'systematically', 'separate', 'migrant', 'children', 'from', 'their', 'pa…']",RT @jacobsoboroff This lie @realDonaldTrump president ever systematically separate migrant children pa…,"[('RT', '@jacobsoboroff'), ('@jacobsoboroff', 'This'), ('This', 'is'), ('is', 'a'), ('a', 'lie'), ('lie', '@realDonaldTrump'), ('@realDonaldTrump', 'is'), ('is', 'the'), ('the', 'only'), ('only', 'president'), ('president', 'to'), ('to', 'ever'), ('ever', 'systematically'), ('systematically', 'separate'), ('separate', 'migrant'), ('migrant', 'children'), ('children', 'from'), ('from', 'their'), ('their', 'pa…')]","[('RT', '@jacobsoboroff', 'This'), ('@jacobsoboroff', 'This', 'is'), ('This', 'is', 'a'), ('is', 'a', 'lie'), ('a', 'lie', '@realDonaldTrump'), ('lie', '@realDonaldTrump', 'is'), ('@realDonaldTrump', 'is', 'the'), ('is', 'the', 'only'), ('the', 'only', 'president'), ('only', 'president', 'to'), ('president', 'to', 'ever'), ('to', 'ever', 'systematically'), ('ever', 'systematically', 'separate'), ('systematically', 'separate', 'migrant'), ('separate', 'migrant', 'children'), ('migrant', 'children', 'from'), ('children', 'from', 'their'), ('from', 'their', 'pa…')]",Negative,1
AmyAldridge10,@BlueTsuni @Cruellaisdevine @Trumps_Chins @DocHollywoodM @SusanStayner @shashatheitch22 @AlisonR61423986 @SaraE1987… https://t.co/FFYyWdE9hR,140,@BlueTsuni @Cruellaisdevine @Trumps_Chins @DocHollywoodM @SusanStayner @shashatheitch22 @AlisonR61423986 @SaraE1987… ,@BlueTsuni @Cruellaisdevine @Trumps_Chins @DocHollywoodM @SusanStayner @shashatheitch22 @AlisonR61423986 @SaraE1987… ,@BlueTsuni @Cruellaisdevine @TrumpsChins @DocHollywoodM @SusanStayner @shashatheitch22 @AlisonR61423986 @SaraE1987… ,"['@BlueTsuni', '@Cruellaisdevine', '@TrumpsChins', '@DocHollywoodM', '@SusanStayner', '@shashatheitch22', '@AlisonR61423986', '@SaraE1987…', '']",@BlueTsuni @Cruellaisdevine @TrumpsChins @DocHollywoodM @SusanStayner @shashatheitch22 @AlisonR61423986 @SaraE1987… ,"[('@BlueTsuni', '@Cruellaisdevine'), ('@Cruellaisdevine', '@TrumpsChins'), ('@TrumpsChins', '@DocHollywoodM'), ('@DocHollywoodM', '@SusanStayner'), ('@SusanStayner', '@shashatheitch22'), ('@shashatheitch22', '@AlisonR61423986'), ('@AlisonR61423986', '@SaraE1987…'), ('@SaraE1987…', '')]","[('@BlueTsuni', '@Cruellaisdevine', '@TrumpsChins'), ('@Cruellaisdevine', '@TrumpsChins', '@DocHollywoodM'), ('@TrumpsChins', '@DocHollywoodM', '@SusanStayner'), ('@DocHollywoodM', '@SusanStayner', '@shashatheitch22'), ('@SusanStayner', '@shashatheitch22', '@AlisonR61423986'), ('@shashatheitch22', '@AlisonR61423986', '@SaraE1987…'), ('@AlisonR61423986', '@SaraE1987…', '')]",Negative,1
iam_phyin,"RT @TheOreAfolayan: Dear friends,

Do you know that Donald Trump's daughter, Tiffany, is dating a Nigerian millionaire. A man from a countr…",140,"RT @TheOreAfolayan: Dear friends,

Do you know that Donald Trump's daughter, Tiffany, is dating a Nigerian millionaire. A man from a countr…","RT @TheOreAfolayan: Dear friends,Do you know that Donald Trump's daughter, Tiffany, is dating a Nigerian millionaire. A man from a countr…",RT @TheOreAfolayan Dear friendsDo you know that Donald Trumps daughter Tiffany is dating a Nigerian millionaire A man from a countr…,"['RT', '@TheOreAfolayan', 'Dear', 'friendsDo', 'you', 'know', 'that', 'Donald', 'Trumps', 'daughter', 'Tiffany', 'is', 'dating', 'a', 'Nigerian', 'millionaire', 'A', 'man', 'from', 'a', 'countr…']",RT @TheOreAfolayan Dear friendsDo know Donald Trumps daughter Tiffany dating Nigerian millionaire A man countr…,"[('RT', '@TheOreAfolayan'), ('@TheOreAfolayan', 'Dear'), ('Dear', 'friendsDo'), ('friendsDo', 'you'), ('you', 'know'), ('know', 'that'), ('that', 'Donald'), ('Donald', 'Trumps'), ('Trumps', 'daughter'), ('daughter', 'Tiffany'), ('Tiffany', 'is'), ('is', 'dating'), ('dating', 'a'), ('a', 'Nigerian'), ('Nigerian', 'millionaire'), ('millionaire', 'A'), ('A', 'man'), ('man', 'from'), ('from', 'a'), ('a', 'countr…')]","[('RT', '@TheOreAfolayan', 'Dear'), ('@TheOreAfolayan', 'Dear', 'friendsDo'), ('Dear', 'friendsDo', 'you'), ('friendsDo', 'you', 'know'), ('you', 'know', 'that'), ('know', 'that', 'Donald'), ('that', 'Donald', 'Trumps'), ('Donald', 'Trumps', 'daughter'), ('Trumps', 'daughter', 'Tiffany'), ('daughter', 'Tiffany', 'is'), ('Tiffany', 'is', 'dating'), ('is', 'dating', 'a'), ('dating', 'a', 'Nigerian'), ('a', 'Nigerian', 'millionaire'), ('Nigerian', 'millionaire', 'A'), ('millionaire', 'A', 'man'), ('A', 'man', 'from'), ('man', 'from', 'a'), ('from', 'a', 'countr…')]",Negative,1
dpawel,RT @Reuters: Trump confirms meeting with China's Xi on Saturday https://t.co/fzK7aOPalP,87,RT @Reuters: Trump confirms meeting with China's Xi on Saturday ,RT @Reuters: Trump confirms meeting with China's Xi on Saturday ,RT @Reuters Trump confirms meeting with Chinas Xi on Saturday ,"['RT', '@Reuters', 'Trump', 'confirms', 'meeting', 'with', 'Chinas', 'Xi', 'on', 'Saturday', '']",RT @Reuters Trump confirms meeting Chinas Xi Saturday ,"[('RT', '@Reuters'), ('@Reuters', 'Trump'), ('Trump', 'confirms'), ('confirms', 'meeting'), ('meeting', 'with'), ('with', 'Chinas'), ('Chinas', 'Xi'), ('Xi', 'on'), ('on', 'Saturday'), ('Saturday', '')]","[('RT', '@Reuters', 'Trump'), ('@Reuters', 'Trump', 'confirms'), ('Trump', 'confirms', 'meeting'), ('confirms', 'meeting', 'with'), ('meeting', 'with', 'Chinas'), ('with', 'Chinas', 'Xi'), ('Chinas', 'Xi', 'on'), ('Xi', 'on', 'Saturday'), ('on', 'Saturday', '')]",Negative,1
dlg_donna,RT @thebradfordfile: I'm old enough to remember Barack Obama torpedoing the Keystone Pipeline as one of his first celebrated moments as pre…,140,RT @thebradfordfile: I'm old enough to remember Barack Obama torpedoing the Keystone Pipeline as one of his first celebrated moments as pre…,RT @thebradfordfile: I'm old enough to remember Barack Obama torpedoing the Keystone Pipeline as one of his first celebrated moments as pre…,RT @thebradfordfile Im old enough to remember Barack Obama torpedoing the Keystone Pipeline as one of his first celebrated moments as pre…,"['RT', '@thebradfordfile', 'Im', 'old', 'enough', 'to', 'remember', 'Barack', 'Obama', 'torpedoing', 'the', 'Keystone', 'Pipeline', 'as', 'one', 'of', 'his', 'first', 'celebrated', 'moments', 'as', 'pre…']",RT @thebradfordfile Im old enough remember Barack Obama torpedoing Keystone Pipeline one first celebrated moments pre…,"[('RT', '@thebradfordfile'), ('@thebradfordfile', 'Im'), ('Im', 'old'), ('old', 'enough'), ('enough', 'to'), ('to', 'remember'), ('remember', 'Barack'), ('Barack', 'Obama'), ('Obama', 'torpedoing'), ('torpedoing', 'the'), ('the', 'Keystone'), ('Keystone', 'Pipeline'), ('Pipeline', 'as'), ('as', 'one'), ('one', 'of'), ('of', 'his'), ('his', 'first'), ('first', 'celebrated'), ('celebrated', 'moments'), ('moments', 'as'), ('as', 'pre…')]","[('RT', '@thebradfordfile', 'Im'), ('@thebradfordfile', 'Im', 'old'), ('Im', 'old', 'enough'), ('old', 'enough', 'to'), ('enough', 'to', 'remember'), ('to', 'remember', 'Barack'), ('remember', 'Barack', 'Obama'), ('Barack', 'Obama', 'torpedoing'), ('Obama', 'torpedoing', 'the'), ('torpedoing', 'the', 'Keystone'), ('the', 'Keystone', 'Pipeline'), ('Keystone', 'Pipeline', 'as'), ('Pipeline', 'as', 'one'), ('as', 'one', 'of'), ('one', 'of', 'his'), ('of', 'his', 'first'), ('his', 'first', 'celebrated'), ('first', 'celebrated', 'moments'), ('celebrated', 'moments', 'as'), ('moments', 'as', 'pre…')]",Negative,1
trustingmyvibes,"RT @TransEquality: According to the #USTransSurvey, trans people are 5x more likely to be living with HIV/AIDS. The Trump admin. refused to…",140,"RT @TransEquality: According to the #USTransSurvey, trans people are 5x more likely to be living with HIV/AIDS. The Trump admin. refused to…","RT @TransEquality: According to the #USTransSurvey, trans people are 5x more likely to be living with HIV/AIDS. The Trump admin. refused to…",RT @TransEquality According to the #USTransSurvey trans people are 5x more likely to be living with HIVAIDS The Trump admin refused to…,"['RT', '@TransEquality', 'According', 'to', 'the', '#USTransSurvey', 'trans', 'people', 'are', '5x', 'more', 'likely', 'to', 'be', 'living', 'with', 'HIVAIDS', 'The', 'Trump', 'admin', 'refused', 'to…']",RT @TransEquality According #USTransSurvey trans people 5x likely living HIVAIDS The Trump admin refused to…,"[('RT', '@TransEquality'), ('@TransEquality', 'According'), ('According', 'to'), ('to', 'the'), ('the', '#USTransSurvey'), ('#USTransSurvey', 'trans'), ('trans', 'people'), ('people', 'are'), ('are', '5x'), ('5x', 'more'), ('more', 'likely'), ('likely', 'to'), ('to', 'be'), ('be', 'living'), ('living', 'with'), ('with', 'HIVAIDS'), ('HIVAIDS', 'The'), ('The', 'Trump'), ('Trump', 'admin'), ('admin', 'refused'), ('refused', 'to…')]","[('RT', '@TransEquality', 'According'), ('@TransEquality', 'According', 'to'), ('According', 'to', 'the'), ('to', 'the', '#USTransSurvey'), ('the', '#USTransSurvey', 'trans'), ('#USTransSurvey', 'trans', 'people'), ('trans', 'people', 'are'), ('people', 'are', '5x'), ('are', '5x', 'more'), ('5x', 'more', 'likely'), ('more', 'likely', 'to'), ('likely', 'to', 'be'), ('to', 'be', 'living'), ('be', 'living', 'with'), ('living', 'with', 'HIVAIDS'), ('with', 'HIVAIDS', 'The'), ('HIVAIDS', 'The', 'Trump'), ('The', 'Trump', 'admin'), ('Trump', 'admin', 'refused'), ('admin', 'refused', 'to…')]",Negative,1
CCarty6,RT @MaddowBlog: What Trump neglected to mention about his support for dropping sanctions on Russia was that he had a massive business deal…,139,RT @MaddowBlog: What Trump neglected to mention about his support for dropping sanctions on Russia was that he had a massive business deal…,RT @MaddowBlog: What Trump neglected to mention about his support for dropping sanctions on Russia was that he had a massive business deal…,RT @MaddowBlog What Trump neglected to mention about his support for dropping sanctions on Russia was that he had a massive business deal…,"['RT', '@MaddowBlog', 'What', 'Trump', 'neglected', 'to', 'mention', 'about', 'his', 'support', 'for', 'dropping', 'sanctions', 'on', 'Russia', 'was', 'that', 'he', 'had', 'a', 'massive', 'business', 'deal…']",RT @MaddowBlog What Trump neglected mention support dropping sanctions Russia massive business deal…,"[('RT', '@MaddowBlog'), ('@MaddowBlog', 'What'), ('What', 'Trump'), ('Trump', 'neglected'), ('neglected', 'to'), ('to', 'mention'), ('mention', 'about'), ('about', 'his'), ('his', 'support'), ('support', 'for'), ('for', 'dropping'), ('dropping', 'sanctions'), ('sanctions', 'on'), ('on', 'Russia'), ('Russia', 'was'), ('was', 'that'), ('that', 'he'), ('he', 'had'), ('had', 'a'), ('a', 'massive'), ('massive', 'business'), ('business', 'deal…')]","[('RT', '@MaddowBlog', 'What'), ('@MaddowBlog', 'What', 'Trump'), ('What', 'Trump', 'neglected'), ('Trump', 'neglected', 'to'), ('neglected', 'to', 'mention'), ('to', 'mention', 'about'), ('mention', 'about', 'his'), ('about', 'his', 'support'), ('his', 'support', 'for'), ('support', 'for', 'dropping'), ('for', 'dropping', 'sanctions'), ('dropping', 'sanctions', 'on'), ('sanctions', 'on', 'Russia'), ('on', 'Russia', 'was'), ('Russia', 'was', 'that'), ('was', 'that', 'he'), ('that', 'he', 'had'), ('he', 'had', 'a'), ('had', 'a', 'massive'), ('a', 'massive', 'business'), ('massive', 'business', 'deal…')]",Negative,1
sheridorsey101,"RT @brhodes: Mattis and Pompeo misled Congress, which Trump officials have done regularly for two years. That will get a lot harder in Janu…",140,"RT @brhodes: Mattis and Pompeo misled Congress, which Trump officials have done regularly for two years. That will get a lot harder in Janu…","RT @brhodes: Mattis and Pompeo misled Congress, which Trump officials have done regularly for two years. That will get a lot harder in Janu…",RT @brhodes Mattis and Pompeo misled Congress which Trump officials have done regularly for two years That will get a lot harder in Janu…,"['RT', '@brhodes', 'Mattis', 'and', 'Pompeo', 'misled', 'Congress', 'which', 'Trump', 'officials', 'have', 'done', 'regularly', 'for', 'two', 'years', 'That', 'will', 'get', 'a', 'lot', 'harder', 'in', 'Janu…']",RT @brhodes Mattis Pompeo misled Congress Trump officials done regularly two years That get lot harder Janu…,"[('RT', '@brhodes'), ('@brhodes', 'Mattis'), ('Mattis', 'and'), ('and', 'Pompeo'), ('Pompeo', 'misled'), ('misled', 'Congress'), ('Congress', 'which'), ('which', 'Trump'), ('Trump', 'officials'), ('officials', 'have'), ('have', 'done'), ('done', 'regularly'), ('regularly', 'for'), ('for', 'two'), ('two', 'years'), ('years', 'That'), ('That', 'will'), ('will', 'get'), ('get', 'a'), ('a', 'lot'), ('lot', 'harder'), ('harder', 'in'), ('in', 'Janu…')]","[('RT', '@brhodes', 'Mattis'), ('@brhodes', 'Mattis', 'and'), ('Mattis', 'and', 'Pompeo'), ('and', 'Pompeo', 'misled'), ('Pompeo', 'misled', 'Congress'), ('misled', 'Congress', 'which'), ('Congress', 'which', 'Trump'), ('which', 'Trump', 'officials'), ('Trump', 'officials', 'have'), ('officials', 'have', 'done'), ('have', 'done', 'regularly'), ('done', 'regularly', 'for'), ('regularly', 'for', 'two'), ('for', 'two', 'years'), ('two', 'years', 'That'), ('years', 'That', 'will'), ('That', 'will', 'get'), ('will', 'get', 'a'), ('get', 'a', 'lot'), ('a', 'lot', 'harder'), ('lot', 'harder', 'in'), ('harder', 'in', 'Janu…')]",Negative,1
NTBrew,"RT @funder: If Trump weren’t President, he’d already be charged with crimes, if not, in prison. We should hold the American president to th…",140,"RT @funder: If Trump weren’t President, he’d already be charged with crimes, if not, in prison. We should hold the American president to th…","RT @funder: If Trump weren’t President, he’d already be charged with crimes, if not, in prison. We should hold the American president to th…",RT @funder If Trump weren’t President he’d already be charged with crimes if not in prison We should hold the American president to th…,"['RT', '@funder', 'If', 'Trump', 'weren’t', 'President', 'he’d', 'already', 'be', 'charged', 'with', 'crimes', 'if', 'not', 'in', 'prison', 'We', 'should', 'hold', 'the', 'American', 'president', 'to', 'th…']",RT @funder If Trump weren’t President he’d already charged crimes prison We hold American president th…,"[('RT', '@funder'), ('@funder', 'If'), ('If', 'Trump'), ('Trump', 'weren’t'), ('weren’t', 'President'), ('President', 'he’d'), ('he’d', 'already'), ('already', 'be'), ('be', 'charged'), ('charged', 'with'), ('with', 'crimes'), ('crimes', 'if'), ('if', 'not'), ('not', 'in'), ('in', 'prison'), ('prison', 'We'), ('We', 'should'), ('should', 'hold'), ('hold', 'the'), ('the', 'American'), ('American', 'president'), ('president', 'to'), ('to', 'th…')]","[('RT', '@funder', 'If'), ('@funder', 'If', 'Trump'), ('If', 'Trump', 'weren’t'), ('Trump', 'weren’t', 'President'), ('weren’t', 'President', 'he’d'), ('President', 'he’d', 'already'), ('he’d', 'already', 'be'), ('already', 'be', 'charged'), ('be', 'charged', 'with'), ('charged', 'with', 'crimes'), ('with', 'crimes', 'if'), ('crimes', 'if', 'not'), ('if', 'not', 'in'), ('not', 'in', 'prison'), ('in', 'prison', 'We'), ('prison', 'We', 'should'), ('We', 'should', 'hold'), ('should', 'hold', 'the'), ('hold', 'the', 'American'), ('the', 'American', 'president'), ('American', 'president', 'to'), ('president', 'to', 'th…')]",Negative,1
Nichtarida,"RT @ReutersUK: G20 expected to back trade body reform ahead of Trump, Xi talks https://t.co/2hxiqy7KxT https://t.co/TfJttY8D24",126,"RT @ReutersUK: G20 expected to back trade body reform ahead of Trump, Xi talks ","RT @ReutersUK: G20 expected to back trade body reform ahead of Trump, Xi talks ",RT @ReutersUK G20 expected to back trade body reform ahead of Trump Xi talks ,"['RT', '@ReutersUK', 'G20', 'expected', 'to', 'back', 'trade', 'body', 'reform', 'ahead', 'of', 'Trump', 'Xi', 'talks', '']",RT @ReutersUK G20 expected back trade body reform ahead Trump Xi talks ,"[('RT', '@ReutersUK'), ('@ReutersUK', 'G20'), ('G20', 'expected'), ('expected', 'to'), ('to', 'back'), ('back', 'trade'), ('trade', 'body'), ('body', 'reform'), ('reform', 'ahead'), ('ahead', 'of'), ('of', 'Trump'), ('Trump', 'Xi'), ('Xi', 'talks'), ('talks', '')]","[('RT', '@ReutersUK', 'G20'), ('@ReutersUK', 'G20', 'expected'), ('G20', 'expected', 'to'), ('expected', 'to', 'back'), ('to', 'back', 'trade'), ('back', 'trade', 'body'), ('trade', 'body', 'reform'), ('body', 'reform', 'ahead'), ('reform', 'ahead', 'of'), ('ahead', 'of', 'Trump'), ('of', 'Trump', 'Xi'), ('Trump', 'Xi', 'talks'), ('Xi', 'talks', '')]",Negative,1
Danny_Jara_C,"RT @bradheath: The Justice Department says in a new court filing that when it comes to FISA declassifciation, President Trump doesn't know…",139,"RT @bradheath: The Justice Department says in a new court filing that when it comes to FISA declassifciation, President Trump doesn't know…","RT @bradheath: The Justice Department says in a new court filing that when it comes to FISA declassifciation, President Trump doesn't know…",RT @bradheath The Justice Department says in a new court filing that when it comes to FISA declassifciation President Trump doesnt know…,"['RT', '@bradheath', 'The', 'Justice', 'Department', 'says', 'in', 'a', 'new', 'court', 'filing', 'that', 'when', 'it', 'comes', 'to', 'FISA', 'declassifciation', 'President', 'Trump', 'doesnt', 'know…']",RT @bradheath The Justice Department says new court filing comes FISA declassifciation President Trump doesnt know…,"[('RT', '@bradheath'), ('@bradheath', 'The'), ('The', 'Justice'), ('Justice', 'Department'), ('Department', 'says'), ('says', 'in'), ('in', 'a'), ('a', 'new'), ('new', 'court'), ('court', 'filing'), ('filing', 'that'), ('that', 'when'), ('when', 'it'), ('it', 'comes'), ('comes', 'to'), ('to', 'FISA'), ('FISA', 'declassifciation'), ('declassifciation', 'President'), ('President', 'Trump'), ('Trump', 'doesnt'), ('doesnt', 'know…')]","[('RT', '@bradheath', 'The'), ('@bradheath', 'The', 'Justice'), ('The', 'Justice', 'Department'), ('Justice', 'Department', 'says'), ('Department', 'says', 'in'), ('says', 'in', 'a'), ('in', 'a', 'new'), ('a', 'new', 'court'), ('new', 'court', 'filing'), ('court', 'filing', 'that'), ('filing', 'that', 'when'), ('that', 'when', 'it'), ('when', 'it', 'comes'), ('it', 'comes', 'to'), ('comes', 'to', 'FISA'), ('to', 'FISA', 'declassifciation'), ('FISA', 'declassifciation', 'President'), ('declassifciation', 'President', 'Trump'), ('President', 'Trump', 'doesnt'), ('Trump', 'doesnt', 'know…')]",Negative,1
